Designation (and name)	Prov. Des.	q	Q	EMoid	H	Epoch	M	Peri.	Node	Incl.	e	a	Opps.	Ref.	Designation (and name)	"Discovery date, site and discoverer(s)"
	2008 WZ94	0.345	2.7	0.04093	20.2	20131104	179.3	320.9	249	6.5	0.774	1.522	( 46d)	MPO152527	2008 WZ94	2008 11 30  691  Spacewatch
	2008 WY94	0.963	1.39	0.00056	25.6	20131104	285.2	31.3	71.4	6.1	0.182	1.177	( 30d)	MPO151115	2008 WY94	2008 11 29  E12  Siding Spring Survey
	2008 WM64	0.898	1.113	0.03389	20.6	20131104	54.7	256.9	91.5	33.5	0.107	1.005	2	MPO248871	2008 WM64	2008 11 24  G96  Mt. Lemmon Survey
	2008 WL64	0.369	2.284	0.146	18.6	20131104	126.6	256.5	45.8	41.6	0.722	1.326	( 20d)	MPO151113	2008 WL64	2008 11 23  661  R. D. Cardinal
	2008 WQ63	0.681	2.787	0.00825	20.1	20131104	21.7	228.5	317.6	0.9	0.607	1.734	3	MPO160909	2008 WQ63	2008 11 22  691  Spacewatch
	2008 WS62	0.867	1.671	0.01328	25.2	20131104	204.9	109.9	238.6	5.1	0.317	1.269	( 11d)	MPO149162	2008 WS62	2008 11 24  G96  Mt. Lemmon Survey
	2008 WM61	0.988	1.972	0.00878	26.7	20131104	260.4	198.5	240.4	2.7	0.332	1.48	( 13d)	MPO149162	2008 WM61	2008 11 24  704  LINEAR
	2008 WK61	0.963	2.353	0.02146	20.7	20131104	98.1	212.5	253.5	17.2	0.419	1.658	( 16d)	MPO149162	2008 WK61	2008 11 21  704  LINEAR
	2008 WB59	0.848	1.241	0.16335	19.3	20131104	48.5	188.8	60.5	25.6	0.188	1.045	2	MPO187143	2008 WB59	2008 11 23  703  Catalina Sky Survey
	2008 WY32	0.45	1.895	0.05311	22.3	20131104	10.7	43.3	251.8	8.6	0.616	1.172	( 14d)	MPO149157	2008 WY32	2008 11 22  G96  Mt. Lemmon Survey
	2008 WX32	0.945	3.496	0.14409	19	20131104	133.7	112.2	57.1	23.9	0.575	2.22	( 77d)	MPO152524	2008 WX32	2008 11 21  G96  Mt. Lemmon Survey
	2008 WM32	0.934	3.526	0.11667	19.8	20131104	191.5	302.8	66.8	39.1	0.581	2.23	( 43d)	MPO151110	2008 WM32	2008 11 21  703  Catalina Sky Survey
	2008 WK32	0.867	1.925	0.07015	19.3	20131104	257.8	139.8	58.8	15.5	0.379	1.396	3	MPO285707	2008 WK32	2008 11 21  291  Spacewatch
	2008 WG14	0.851	2.465	0.01221	24.8	20131104	90.1	63.7	65.5	4.5	0.487	1.658	( 16d)	MPO151109	2008 WG14	2008 11 21  G96  Mt. Lemmon Survey
	2008 WE14	0.999	2.267	0.05423	25.4	20131104	149.4	324.2	59.1	14	0.388	1.633	(  0d)	MPO149154	2008 WE14	2008 11 21  G96  Mt. Lemmon Survey
	2008 WD14	0.975	3.486	0.00359	22.9	20131104	178	167.5	235.9	5.6	0.563	2.231	( 60d)	MPO152524	2008 WD14	2008 11 21  G96  Mt. Lemmon Survey
	2008 WA14	0.723	1.804	0.00214	23	20131104	126.2	84.3	71.7	13	0.428	1.263	( 15d)	MPO149154	2008 WA14	2008 11 20  703  Catalina Sky Survey
	2008 WZ13	0.877	3.116	0.01117	18.6	20131104	208.6	133.6	52	8.2	0.561	1.997	2	MPO235392	2008 WZ13	2008 11 20  G96  Mt. Lemmon Survey
	2008 WY13	0.635	4.188	0.05174	21.6	20131104	136.8	71	238.8	15.6	0.737	2.412	( 12d)	MPO149154	2008 WY13	2008 11 20  G96  Mt. Lemmon Survey
	2008 WP2	0.977	2.03	0.03932	25	20131104	229.7	38	57.7	14.9	0.35	1.504	(  3d)	MPO149152	2008 WP2	2008 11 20  G96  Mt. Lemmon Survey
	2008 WO2	0.832	1.218	0.00259	29.8	20131104	350.9	85.7	238.2	2	0.188	1.025	(  2d)	MPO149152	2008 WO2	2008 11 20  G96  Mt. Lemmon Survey
	2008 WN2	0.976	1.86	0.04818	20.7	20131104	281.1	283.3	227.2	3.7	0.312	1.418	3	MPO281903	2008 WN2	2008 11 20  691  Spacewatch
	2008 WM	0.922	1.225	0.04367	26.8	20131104	94.7	84.9	57.7	12.3	0.141	1.074	(  0d)	MPO149152	2008 WM	2008 11 19  G96  Mt. Lemmon Survey
	2008 WL	0.972	4.485	0.08415	21.8	20131104	41.1	110	277.2	6.7	0.644	2.729	( 59d)	MPO152523	2008 WL	2008 11 18  704  LINEAR
	2008 WD	0.931	3.926	0.00876	25.9	20131104	103.8	225.2	231.9	2.2	0.617	2.429	(  7d)	MPO149151	2008 WD	2008 11 18  703  Catalina Sky Survey
	2008 WC	0.944	2.542	0.0057	26.5	20131104	41	219	238.9	2.2	0.458	1.743	(  8d)	MPO149151	2008 WC	2008 11 18  703  Catalina Sky Survey
	2008 VL14	0.397	4.021	0.00296	21.1	20131104	206.7	245.4	38.4	1.9	0.82	2.209	( 22d)	MPO149147	2008 VL14	2008 11 09  G96  Mt. Lemmon Survey
	2008 VU4	0.543	4.211	0.18713	17.5	20131104	146.5	23.2	291.1	12	0.771	2.377	3	MPO245907	2008 VU4	2008 11 07  703  Catalina Sky Survey
	2008 VB4	0.903	3.763	0.00016	28.2	20131104	152.8	205.9	155.5	0	0.613	2.333	(  0d)	MPO147610	2008 VB4	2008 11 06  G96  Mt. Lemmon Survey
	2008 VZ3	0.88	2.828	0.01096	24.4	20131104	332.4	237.6	228.9	3.5	0.525	1.854	( 14d)	MPO149146	2008 VZ3	2008 11 06  691  Spacewatch
	2008 VU3	0.944	4.022	0.00691	23.4	20131104	106	144.6	224	3.9	0.62	2.483	( 27d)	MPO149146	2008 VU3	2008 11 02  704  LINEAR
	2008 VB1	0.926	1.629	0.02174	20.5	20131104	54.3	136.9	50.4	10.3	0.275	1.278	3	MPO235392	2008 VB1	2008 11 03  691  Spacewatch
	2008 VM	0.839	1.945	0.00024	30.2	20131104	348	62.6	41.9	6.4	0.397	1.392	(  0d)	MPO147609	2008 VM	2008 11 03  703  Catalina Sky Survey
	2008 VL	0.926	3.916	0.00143	27.6	20081021	4.8	143.4	216.6	2.7	0.618	2.421	(  0d)	MPO147609	2008 VL	2008 11 02  G96  Mt. Lemmon Survey
	2008 VK	0.868	2.289	0.02281	23.4	20131104	211.2	121.4	218.4	29.1	0.45	1.578	(  3d)	MPO149145	2008 VK	2008 11 02  703  Catalina Sky Survey
	2008 VJ	0.911	2.459	0.16997	22.7	20131104	143.5	83.1	227.5	25.5	0.459	1.685	(  7d)	MPO147609	2008 VJ	2008 11 02  G96  Mt. Lemmon Survey
	2008 VE	0.983	4.409	0.06388	22.2	20131104	55.7	128.2	228.8	7.6	0.635	2.696	( 31d)	MPO149145	2008 VE	2008 11 01  704  LINEAR
	2008 VD	0.94	1.549	0.0466	24.2	20131104	257	299.8	37.4	31.8	0.245	1.244	(  3d)	MPO147609	2008 VD	2008 11 01  704  LINEAR
	2008 VC	0.928	1.315	0.00634	26.9	20131104	33.9	240.5	218.4	5.7	0.172	1.121	(  2d)	MPO147609	2008 VC	2008 11 01  704  LINEAR
	2008 UC202	0.941	1.079	0.00486	28.3	20131104	259.2	91.6	37.4	7.5	0.069	1.01	(  3d)	MPO147596	2008 UC202	2008 10 31  704  LINEAR
	2008 UA202	0.963	1.104	0.00025	29.4	20131104	345.6	301	21	0.3	0.068	1.033	(  6d)	MPO147596	2008 UA202	2008 10 29  G96  Mt. Lemmon Survey
	2008 UP100	0.907	2.191	0.04001	23.9	20131104	237.7	109.4	232	5.8	0.415	1.549	( 17d)	MPO149111	2008 UP100	2008 10 31  703  Catalina Sky Survey
	2008 UW99	0.942	3.983	0.00689	24.7	20131104	112.5	345.5	21.3	1.5	0.618	2.462	( 37d)	MPO149111	2008 UW99	2008 10 31  703  Catalina Sky Survey
	2008 UV99	0.892	1.442	0.01701	19.6	20081021	104.7	249.4	10.9	30.3	0.236	1.167	(  1d)	MPO147576	2008 UV99	2008 10 31  703  Catalina Sky Survey
	2008 UU95	0.813	4.227	0.01176	23.4	20131104	104.9	25.4	296.3	1.2	0.677	2.52	( 21d)	MPO149110	2008 UU95	2008 10 30  G96  Mt. Lemmon Survey
	2008 UT95	0.772	2.861	0.00053	27.4	20131104	358.2	247.4	220.1	3.8	0.575	1.816	(  2d)	MPO147575	2008 UT95	2008 10 30  G96  Mt. Lemmon Survey
	2008 UD95	0.988	1.298	0.04299	25.6	20131104	88.3	107.8	223.3	4.4	0.136	1.143	(  1d)	MPO147575	2008 UD95	2008 10 29  G96  Mt. Lemmon Survey
	2008 UZ94	0.938	3.443	0.02593	17.5	20131104	186.8	159.7	248.3	30.2	0.572	2.19	2	MPO201124	2008 UZ94	2008 10 28  704  LINEAR
	2008 UY91	0.745	3.826	0.12896	24.1	20081021	340.1	266.4	213.8	32.9	0.674	2.285	(  0d)	MPO147575	2008 UY91	2008 10 28  G96  Mt. Lemmon Survey
	2008 UW91	0.491	1.802	0.02098	21.7	20131104	313.7	282.7	248.1	7.3	0.572	1.146	( 27d)	MPO149110	2008 UW91	2008 10 28  G96  Mt. Lemmon Survey
	2008 UV91	0.847	3.571	0.11611	20	20131104	168.3	78.1	15.9	19.5	0.617	2.209	(171d)	MPO157500	2008 UV91	2008 10 28  G96  Mt. Lemmon Survey
	2008 UF7	0.651	2.649	0.23663	19.1	20131104	191	212.8	55	19.9	0.606	1.65	2	MPO185964	2008 UF7	2008 10 26  G96  Mt. Lemmon Survey
	2008 UE7	0.91	2.387	0.00888	20.4	20131104	95.2	48.7	81.2	4	0.448	1.649	2	MPO264983	2008 UE7	2008 10 26  704  LINEAR
	2008 UC7	0.734	1.904	0.01147	27	20131104	74	42.2	79.3	1.1	0.443	1.319	(  2d)	MPO147557	2008 UC7	2008 10 26  G96  Mt. Lemmon Survey
	2008 UB7	0.502	1.968	0.00086	23.9	20131104	193.5	287.7	219.6	2	0.593	1.235	(  5d)	MPO147557	2008 UB7	2008 10 26  704  LINEAR
	2008 US4	0.853	3.814	0.07652	20.9	20131104	132.2	72.6	31.5	13.2	0.634	2.334	(202d)	MPO157499	2008 US4	2008 10 26  704  LINEAR
	2008 UN3	0.807	1.299	0.1378	22	20131104	125.2	130.3	41.6	24.8	0.233	1.053	( 29d)	MPO149095	2008 UN3	2008 10 24  691  Spacewatch
	2008 UT2	0.933	2.667	0.02411	25.1	20131104	47.1	130.9	208.6	7.6	0.482	1.8	(  6d)	MPO232569	2008 UT2	2008 10 23  G96  Mt. Lemmon Survey
	2008 UR2	0.896	1.943	0.0035	27	20131104	16.5	124	210.8	2.4	0.369	1.42	( 12d)	MPO147556	2008 UR2	2008 10 23  691  Spacewatch
	2008 UU1	0.401	2.816	0.0209	19.9	20131104	193.5	118.8	157.3	12.1	0.751	1.608	2	MPO185962	2008 UU1	2008 10 22  E12  Siding Spring Survey
	2008 UT1	0.875	2.344	0.07982	22.3	20131104	191.7	292.5	34.5	43.1	0.457	1.61	(  8d)	MPO147555	2008 UT1	2008 10 22  704  LINEAR
	2008 UM1	0.786	2.906	0.00009	32.1	20131104	20.6	115	208.9	4.4	0.574	1.846	(  0d)	MPO147555	2008 UM1	2008 10 22  G96  Mt. Lemmon Survey
	2008 UF1	0.683	3.04	0.00958	26	20131104	12.4	274.5	32.6	5	0.633	1.862	(  8d)	MPO147555	2008 UF1	2008 10 22  G96  Mt. Lemmon Survey
	2008 UD1	0.921	2.513	0.05011	19.2	20131104	354.4	6.5	154.3	6.5	0.464	1.717	2	MPO236271	2008 UD1	2008 10 21  G96  Mt. Lemmon Survey
	2008 US	0.626	2.469	0.00012	31.4	20131104	247.4	90.4	207.8	6.1	0.596	1.548	(  0d)	MPO277182	2008 US	2008 10 21  G96  Mt. Lemmon Survey
	2008 UR	0.958	1.67	0.0198	26.9	20131104	97.1	229.3	206.1	4.8	0.271	1.314	(  5d)	MPO147555	2008 UR	2008 10 20  G96  Mt. Lemmon Survey
	2008 UQ	0.717	1.435	0.17073	21.7	20081021	182.8	172.4	33.5	10.2	0.334	1.076	(  1d)	MPO147555	2008 UQ	2008 10 20  G96  Mt. Lemmon Survey
	2008 UD	0.663	1.378	0.06306	24.9	20131104	48.9	54	205.6	13	0.351	1.02	(  0d)	MPO147555	2008 UD	2008 10 20  G96  Mt. Lemmon Survey
	2008 TD27	0.793	3.615	0.11288	20	20131104	166.1	198.8	286.6	10.9	0.64	2.204	( 73d)	MPO151082	2008 TD27	2008 10 10  G96  Mt. Lemmon Survey
	2008 TT26	0.999	1.691	0.00755	23.6	20131104	74.9	190	210.5	8.5	0.257	1.345	( 20d)	MPO152511	2008 TT26	2008 10 09  704  LINEAR
	2008 TS26	0.765	2.066	0	33.2	20131104	33.4	284.9	16.1	6.2	0.459	1.416	(  0d)	MPO277181	2008 TS26	2008 10 09  G96  Mt. Lemmon Survey
	2008 TQ26	0.91	2.673	0.01733	23.4	20131104	70.8	61	238.6	4.2	0.492	1.791	( 19d)	MPO147535	2008 TQ26	2008 10 09  G96  Mt. Lemmon Survey
	2008 TP26	0.78	1.409	0.07962	23.8	20131104	248.7	241.7	12.4	13.3	0.287	1.095	( 19d)	MPO147535	2008 TP26	2008 10 09  G96  Mt. Lemmon Survey
	2008 TN26	0.668	2.979	0.13883	20.1	20131104	52.6	22.3	253.7	9.4	0.634	1.824	2	MPO277181	2008 TN26	2008 10 09  704  LINEAR
	2008 TM26	0.918	2.429	0.02811	23.3	20131104	144.4	343.5	336.6	3.7	0.451	1.674	( 24d)	MPO147535	2008 TM26	2008 10 09  704  LINEAR
	2008 TV25	0.918	2.852	0.05745	20	20131104	319	297	164	9	0.513	1.885	2	MPO269575	2008 TV25	2008 10 09  703  Catalina Sky Survey
	2008 TP10	0.846	3.508	0.00512	22.5	20131104	232.9	60.2	229.7	3.7	0.612	2.177	( 12d)	MPO147531	2008 TP10	2008 10 08  G96  Mt. Lemmon Survey
	2008 TM10	0.793	3.741	0.05872	19.3	20131104	163.7	229.1	203	22.3	0.65	2.267	(  3d)	MPO147531	2008 TM10	2008 10 08  704  LINEAR
	2008 TX9	0.936	2.891	0.0169	26.2	20131104	315.6	223.5	199.9	7.7	0.511	1.913	(  2d)	MPO147531	2008 TX9	2008 10 08  G96  Mt. Lemmon Survey
	2008 TN9	0.836	1.561	0.0016	27.8	20131104	357.7	290.2	7.4	1.6	0.303	1.198	(  1d)	MPO147531	2008 TN9	2008 10 08  G96  Mt. Lemmon Survey
	2008 TE4	0.927	2.008	0.01539	24.1	20131104	332.4	325.1	355.7	6.3	0.368	1.467	( 21d)	MPO147529	2008 TE4	2008 10 07  704  LINEAR
	2008 TA4	0.954	1.221	0.01274	25.1	20131104	118.4	61.8	16.6	15.5	0.123	1.088	(  6d)	MPO147529	2008 TA4	2008 10 06  E12  Siding Spring Survey
	2008 TZ3	0.97	2.218	0.01547	20.4	20131104	256.8	219.2	44.3	8.8	0.392	1.594	4	MPO285702	2008 TZ3	2008 10 06  G96  Mt. Lemmon Survey
	2008 TX3	0.959	1.4	0.0208	24.9	20131104	297	249.8	193.3	2.4	0.187	1.179	( 24d)	MPO147529	2008 TX3	2008 10 06  691  Spacewatch
	2008 TC3	0.908	1.633	0.00001	30.4	20081006	328.5	234	194.1	2.3	0.285	1.271	(  1d)	MPO154214	2008 TC3	2008 10 06  G96  Mt. Lemmon Survey
	2008 TC2	0.735	1.397	0.01821	23.3	20131104	296.4	71.9	196.5	5.8	0.311	1.066	( 47d)	MPO149072	2008 TC2	2008 10 03  G96  Mt. Lemmon Survey
	2008 TC1	0.944	3.316	0.05105	24	20131104	245	120.8	187	7.9	0.557	2.13	(  7d)	MPO147528	2008 TC1	2008 10 02  G96  Mt. Lemmon Survey
	2008 TA1	0.77	2.023	0.14565	18.7	20131104	270.9	145.6	22.1	14.8	0.448	1.396	4	MPO278236	2008 TA1	2008 10 02  691  Spacewatch
	2008 TL	0.91	2.585	0.00706	27.5	20131104	89.8	312.8	7.7	8.9	0.479	1.748	(  4d)	MPO147528	2008 TL	2008 10 01  291  Spacewatch
	2008 TH	0.589	2.138	0.04021	24.9	20131104	27.9	112.1	7.2	9.5	0.568	1.363	(  7d)	MPO268452	2008 TH	2008 10 01  G96  Mt. Lemmon Survey
	2008 TE	0.831	2.206	0.00006	27.7	20131104	286.7	297.5	1	0.3	0.453	1.518	(  4d)	MPO147528	2008 TE	2008 10 01  G96  Mt. Lemmon Survey
	2008 TB	0.978	3.972	0.02366	25.4	20131104	104.5	209.2	188.1	27.4	0.605	2.475	(  1d)	MPO147528	2008 TB	2008 10 01  G96  Mt. Lemmon Survey
	2008 TA	0.487	2.27	0.00341	23.8	20131104	87.1	259.3	354.5	1.5	0.647	1.379	(  9d)	MPO147528	2008 TA	2008 10 01  703  Catalina Sky Survey
	2008 SZ150	0.943	1.872	0.02723	23.8	20131104	43.9	128.8	188.6	13.1	0.33	1.408	2	MPO272297	2008 SZ150	2008 09 30  704  LINEAR
	2008 SY150	0.93	1.84	0.02544	24.7	20131104	71.6	120.7	193	7	0.329	1.385	( 30d)	MPO147508	2008 SY150	2008 09 30  704  LINEAR
	2008 SW150	0.782	2.791	0.062	19.4	20131104	14.6	51.9	39.6	20	0.562	1.787	2	MPO158616	2008 SW150	2008 09 29  E12  Siding Spring Survey
	2008 SX148	0.78	1.469	0.04233	23.7	20131104	184.4	252.5	354.7	14.8	0.306	1.124	(  3d)	MPO232567	2008 SX148	2008 09 29  G96  Mt. Lemmon Survey
	2008 SJ148	0.742	1.689	0.00957	24.3	20131104	341.1	73.6	202	2.7	0.389	1.216	( 11d)	MPO147508	2008 SJ148	2008 09 29  G96  Mt. Lemmon Survey
	2008 SH148	0.942	4.559	0.0102	26.1	20131104	35.4	202.1	201.2	3.8	0.657	2.751	(  0d)	MPO147508	2008 SH148	2008 09 29  G96  Mt. Lemmon Survey
	2008 SE85	0.772	2.48	0.02558	19.8	20131104	127.2	294.8	177.5	29.6	0.525	1.626	3	MPO266913	2008 SE85	2008 09 28  703  Catalina Sky Survey
	2008 SH82	0.998	3.886	0.02538	21.4	20131104	103.5	157.4	269.1	4.6	0.591	2.442	(144d)	MPO206159	2008 SH82	2008 09 26  G96  Mt. Lemmon Survey
	2008 SW11	0.671	1.597	0.10504	21.1	20131104	176.6	206.9	28.9	7.4	0.408	1.134	2	MPO249942	2008 SW11	2008 09 25  691  Spacewatch
	2008 SV11	0.726	4.51	0.0181	18.4	20131104	40.6	102.9	15.6	8.3	0.723	2.618	(231d)	MPO264982	2008 SV11	2008 09 25  G96  Mt. Lemmon Survey
	2008 ST7	0.94	2.929	0.00126	24.1	20131104	340.2	321.6	347.9	2.5	0.514	1.935	( 38d)	MPO147480	2008 ST7	2008 09 24  G96  Mt. Lemmon Survey
	2008 SQ7	0.951	1.757	0.15366	19.9	20131104	38.9	272.4	185	16.6	0.298	1.354	2	MPO202457	2008 SQ7	2008 09 23  704  LINEAR
	2008 SU1	0.527	3.772	0.14578	19.2	20131104	198.4	195.2	287.6	8.9	0.755	2.149	( 44d)	MPO149044	2008 SU1	2008 09 23  703  Catalina Sky Survey
	2008 ST1	0.966	1.794	0.00347	27.2	20131104	75.6	144.4	179	8.6	0.3	1.38	(  4d)	MPO147479	2008 ST1	2008 09 22  704  LINEAR
	2008 SR1	0.834	3.921	0.03519	20.3	20131104	155.1	116	178.7	16.7	0.649	2.377	( 56d)	MPO149044	2008 SR1	2008 09 23  E12  Siding Spring Survey
	2008 SD	0.533	3.544	0.20511	19.4	20131104	295.1	220	27.1	17.3	0.739	2.039	( 29d)	MPO147478	2008 SD	2008 09 19  E12  Siding Spring Survey
	2008 SC	0.325	1.861	0.03427	21.7	20131104	126.7	122.6	6.8	16.9	0.702	1.093	(  5d)	MPO147478	2008 SC	2008 09 19  E12  Siding Spring Survey
	2008 SA	0.885	1.767	0.00477	25	20131104	95.4	64.4	354.1	2.6	0.333	1.326	(  4d)	MPO147478	2008 SA	2008 09 20  703  Catalina Sky Survey
	2008 RM98	0.93	4.201	0.00911	20.4	20131104	62.7	166	285.3	1.9	0.637	2.566	2	MPO236264	2008 RM98	2008 09 07  G96  Mt. Lemmon Survey
	2008 RG98	0.513	3.875	0.17544	17.1	20131104	163.3	168.4	340.1	10.7	0.766	2.194	5	MPO264982	2008 RG98	2008 09 09  691  Spacewatch
	2008 RZ24	0.95	3.402	0.07375	20.1	20131104	236.8	122.5	165.5	14	0.563	2.176	( 74d)	MPO167701	2008 RZ24	2008 09 07  703  Catalina Sky Survey
	2008 RW24	0.874	2.625	0.00866	22.9	20131104	58.3	38.7	14.9	2.2	0.5	1.75	( 20d)	MPO147462	2008 RW24	2008 09 06  703  Catalina Sky Survey
	2008 RS24	0.807	3.377	0.10086	22.6	20131104	232.1	264.3	160.1	17.2	0.614	2.092	(  2d)	MPO143318	2008 RS24	2008 09 06  G96  Mt. Lemmon Survey
	2008 RR24	0.702	1.861	0.05562	21.2	20131104	150.3	103.2	340.6	32.5	0.452	1.282	( 26d)	MPO147462	2008 RR24	2008 09 06  703  Catalina Sky Survey
	2008 RH1	0.892	1.236	0.07184	22.6	20131104	114	147.3	350.9	7.5	0.162	1.064	2	MPO169242	2008 RH1	2008 09 04  691  Spacewatch
	2008 RG1	0.733	1.898	0.01476	20.7	20131104	206.7	257.3	347.9	13.1	0.443	1.315	3	MPO208279	2008 RG1	2008 09 04  704  LINEAR
	2008 RW	0.926	3.046	0.04432	22.8	20131104	290.4	255.7	136	4.4	0.534	1.986	(  9d)	MPO143315	2008 RW	2008 09 02  E12  Siding Spring Survey
	2008 RV	0.991	3.549	0.00647	21.7	20131104	190.1	192.4	119.9	2.3	0.563	2.27	( 62d)	MPO206158	2008 RV	2008 09 02  E12  Siding Spring Survey
	2008 RU	0.742	3.494	0.0358	22.3	20131104	228	274.6	140.1	7.2	0.65	2.118	(  4d)	MPO143315	2008 RU	2008 09 02  E12  Siding Spring Survey
	2008 QU11	0.899	2.669	0.01933	25.5	20131104	81.8	122.8	156.8	8	0.496	1.784	(  8d)	MPO143310	2008 QU11	2008 08 26  704  LINEAR
	2008 QT11	0.855	1.894	0.03577	22.5	20131104	114.4	134.2	128.5	6.8	0.378	1.374	( 14d)	MPO143310	2008 QT11	2008 08 27  E12  Siding Spring Survey
	2008 QS11	0.963	2.758	0.00715	19.9	20131104	351.8	30.6	11.6	12.5	0.482	1.861	2	MPO281894	2008 QS11	2008 08 27  E12  Siding Spring Survey
	2008 QT3	0.95	3.075	0.0102	18.8	20131104	255.3	160.7	272	7.2	0.528	2.013	2	MPO230249	2008 QT3	2008 08 24  106
	2008 QB	0.315	2.098	0.05301	20.8	20131104	291.5	314.2	147	35.7	0.739	1.206	2	MPO236263	2008 QB	2008 08 19  E12  Siding Spring Survey
	2008 PV16	0.762	2.977	0.06511	21.3	20131104	352.5	260.2	146.2	33.9	0.592	1.869	(  7d)	MPO147451	2008 PV16	2008 08 11  J75
	2008 PK9	0.451	2.828	0.00565	23.2	20131104	154.2	108	318.4	27.4	0.725	1.639	(  0d)	MPO141933	2008 PK9	2008 08 08  E12  Siding Spring Survey
	2008 PJ9	0.862	4.235	0.00993	21.9	20131104	117.2	135.1	115.3	4.8	0.662	2.548	( 35d)	MPO143306	2008 PJ9	2008 08 06  E12  Siding Spring Survey
	2008 PG7	0.966	2.092	0.16268	21.6	20131104	239.6	253.6	137.9	39.7	0.368	1.529	(  5d)	MPO141933	2008 PG7	2008 08 06  J75
	2008 PW4	0.845	1.478	0.00453	22.4	20131104	4.2	295.3	117.1	2.7	0.273	1.161	( 16d)	MPO143305	2008 PW4	2008 08 05  E12  Siding Spring Survey
	2008 PK3	0.76	3.025	0.00188	22	20131104	28.1	109.4	122.5	17.1	0.598	1.893	(  9d)	MPO141932	2008 PK3	2008 08 03  E12  Siding Spring Survey
	2008 PJ3	0.426	3.126	0.16988	20.4	20131104	51.5	348	89.6	11.4	0.76	1.776	( 15d)	MPO143305	2008 PJ3	2008 08 03  E12  Siding Spring Survey
	2008 PF1	0.687	2.033	0.00782	22.1	20131104	69.5	284.1	129.6	2.8	0.495	1.36	2	MPO227473	2008 PF1	2008 08 03  704  LINEAR
	2008 ON13	0.408	4.017	0.04213	19.9	20131104	241.5	46.7	144	5.9	0.816	2.212	( 34d)	MPO143304	2008 ON13	2008 07 31  G96  Mt. Lemmon Survey
	2008 ON10	0.974	1.343	0.02788	24.7	20131104	25.5	243.5	131.1	7	0.159	1.159	( 18d)	MPO143304	2008 ON10	2008 07 31  704  LINEAR
	2008 OS9	0.563	2.64	0.05714	19.4	20131104	181.3	288.2	133.6	19.1	0.648	1.602	3	MPO241936	2008 OS9	"2008 07 29  069  K. Cernis, I. Eglitis"
	2008 OC9	0.865	1.44	0.06933	23.3	20131104	154.3	266.5	310.7	29.3	0.249	1.152	( 11d)	MPO141930	2008 OC9	2008 07 30  E12  Siding Spring Survey
	2008 OB9	0.78	5.65	0.00812	17.5	20131104	296.6	238.2	203	13.5	0.757	3.215	2	MPO157499	2008 OB9	2008 07 29  G96  Mt. Lemmon Survey
	2008 OP8	0.716	3.703	0.05012	19.7	20131104	239	37.4	186.2	5.2	0.676	2.209	( 59d)	MPO147447	2008 OP8	2008 07 30  703  Catalina Sky Survey
	2008 OT7	0.779	1.491	0.00115	27.1	20131104	180.5	93.2	124.7	1.8	0.314	1.135	(  9d)	MPO141929	2008 OT7	2008 07 30  E12  Siding Spring Survey
	2008 OS7	0.679	3.137	0.01051	20.5	20131104	24.3	73.1	137.1	7	0.644	1.908	( 33d)	MPO143303	2008 OS7	2008 07 30  703  Catalina Sky Survey
	2008 OY2	0.999	4.286	0.00306	27.3	20131104	86.4	153.4	129.8	1.1	0.622	2.643	(  6d)	MPO141929	2008 OY2	2008 07 28  E12  Siding Spring Survey
	2008 OX1	0.872	1.541	0.03458	21.5	20131104	42.4	281.3	304.9	29.7	0.278	1.206	2	MPO235388	2008 OX1	2008 07 28  G96  Mt. Lemmon Survey
	2008 OO1	0.933	3.925	0.0182	24.6	20131104	151.9	314.3	304.3	9.3	0.616	2.429	( 32d)	MPO143303	2008 OO1	2008 07 26  E12  Siding Spring Survey
	2008 OO	0.631	3.582	0.01502	19.7	20131104	286	253.4	306.2	5.5	0.701	2.106	2	MPO201839	2008 OO	2008 07 26  J75
	2008 NP3	0.669	1.342	0.01556	23.3	20131104	21.6	329	77.6	1.4	0.334	1.005	3	MPO187141	2008 NP3	2008 07 14  E12  Siding Spring Survey
	2008 NO3	0.912	4.665	0.03656	18.7	20131104	55.8	206.7	36.4	11.7	0.673	2.789	2	MPO265709	2008 NO3	2008 07 14  E12  Siding Spring Survey
	2008 NS1	0.477	4.368	0.18963	17.4	20131104	158.8	209	307.8	14.1	0.803	2.422	3	MPO234391	2008 NS1	2008 07 05  E12  Siding Spring Survey
	2008 MV1	0.791	3.718	0.0226	22.2	20131104	223	199.4	12.6	2	0.649	2.255	( 11d)	MPO140778	2008 MV1	2008 06 30  E12  Siding Spring Survey
	2008 MP1	0.823	2.956	0.00169	21.9	20131104	359.9	243.4	105.5	3.8	0.564	1.89	( 14d)	MPO140778	2008 MP1	2008 06 30  691  Spacewatch
	2008 LW16	0.956	1.176	0.02589	19.9	20131104	151.6	347.9	98	29.7	0.103	1.066	2	MPO158150	2008 LW16	2008 06 15  703  Catalina Sky Survey
	2008 LV16	0.786	3.394	0.00444	20.3	20131104	260.7	121.2	237.2	4.7	0.624	2.09	2	MPO208279	2008 LV16	2008 06 15  703  Catalina Sky Survey
	2008 LQ16	0.449	2.965	0.10364	20.3	20131104	172.6	17.8	142.1	7.3	0.737	1.707	2	MPO200805	2008 LQ16	2008 06 14  704  LINEAR
